side,workbook_key,workbook_company,workbook_role,workbook_date,workbook_status,workbook_category,workbook_title_resolution,application_id,repository_role,repository_register,repository_evidence_tier,repository_terminal_outcome,in_census_223,match_tier,candidate_application_ids,disposition,disposition_reason
both,Unframe + GTM Engineer + 2026-04-06,Unframe,GTM Engineer,2026-04-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,unframe|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Unstructured + GTM Engineer, Operations + 2026-03-30",Unstructured,"GTM Engineer, Operations",2026-03-30,GHOSTED,Direct application / ATS,Exact title present in source evidence,unstructured|gtm-engineer-operations|c1,"GTM Engineer, Operations",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,UpGuard + SDR Manager (Austin; relocation available) + 2026-06-24,UpGuard,SDR Manager (Austin; relocation available),2026-06-24,REJECTED,Jobright.ai application,Exact title present in source evidence,upguard|sdr-manager|c1,SDR Manager,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Valoh + Fractional GTM Operations Lead + 2026-06-03,Valoh,Fractional GTM Operations Lead,2026-06-03,GHOSTED,LinkedIn application,Exact title present in source evidence,valoh|fractional-gtm-operations-lead|c1,Fractional GTM Operations Lead,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Valsoft Corporation + GTM Engineer - DockMaster + 2026-04-06,Valsoft Corporation,GTM Engineer - DockMaster,2026-04-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,valsoft|gtm-engineer-dockmaster|c1,"GTM Engineer, DockMaster",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Vanco + GTM Enablement Manager + 2026-06-24,Vanco,GTM Enablement Manager,2026-06-24,GHOSTED,Jobright.ai application,Exact title present in source evidence,vanco|gtm-enablement-manager|c1,GTM Enablement Manager,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Vercel + GTM Engineer + 2026-03-30,Vercel,GTM Engineer,2026-03-30,GHOSTED,Direct application / ATS,Exact title present in source evidence,vercel|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Verdent AI + Growth Marketing + 2026-04-10,Verdent AI,Growth Marketing,2026-04-10,GHOSTED,LinkedIn application,Exact title present in source evidence,verdent-ai|growth-marketing|c1,Growth Marketing,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,"Verkada + Enterprise Solutions Engineer, Greater Atlanta Area + 2026-02-04",Verkada,"Enterprise Solutions Engineer, Greater Atlanta Area",2026-02-04,GHOSTED,LinkedIn application,Exact title present in source evidence,verkada|enterprise-solutions-engineer-atlanta|c1,"Enterprise Solutions Engineer, Atlanta",application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Vi + Sr. Forward Deployed Engineer + 2026-06-04,Vi,Sr. Forward Deployed Engineer,2026-06-04,GHOSTED,LinkedIn application,Exact title present in source evidence,vi|sr-forward-deployed-engineer|c1,Sr. Forward Deployed Engineer,application,C,,no,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Virtru + Director of Go-to-Market AI + 2026-03-09,Virtru,Director of Go-to-Market AI,2026-03-09,REJECTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,virtru|director-of-go-to-market-ai|c1,Director of Go-to-Market AI,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,VitalSource + AI Enablement Lead + 2026-05-20,VitalSource,AI Enablement Lead,2026-05-20,GHOSTED,Jobright.ai application,Exact title present in source evidence,vitalsource|ai-enablement-lead|c1,AI Enablement Lead,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Volley + Senior Business Development Manager + 2025-07-27,Volley,Senior Business Development Manager,2025-07-27,GHOSTED,Jobright.ai application,Exact title present in source evidence,volley|unspecified|c1,Senior Business Development Manager,application,B,still_open,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,Vonage + Sales Development Representative - API/CPaaS + 2025-12-08,Vonage,Sales Development Representative - API/CPaaS,2025-12-08,REJECTED,Direct application / ATS,Exact title present in source evidence,vonage|sdr-api-cpaas|c1,SDR API/CPaaS,application,B,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,WallStreetQuants + Marketing / GTM Engineer + 2026-04-16,WallStreetQuants,Marketing / GTM Engineer,2026-04-16,GHOSTED,LinkedIn application,Exact title present in source evidence,wallstreetquants|unspecified|c1,Marketing / GTM Engineer,application,B,still_open,yes,exact_company_role_date,,adopted_freeze31_title,Role title backfilled at Freeze 3.1 from this repository's own platform artifacts. The workbook gives the same title independently.
both,Wealth.com + GTM Engineer + 2026-06-22,Wealth.com,GTM Engineer,2026-06-22,REJECTED,Direct application / ATS,Exact title present in source evidence,wealth-com|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Weave + GTM Engineer + 2026-08-11,Weave,GTM Engineer,2026-08-11,REJECTED,Recruiter outbound / intermediary,Exact title present in source evidence,weave|business-development-manager|c1,Business Development Manager,application,A,rejected_no_interview,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
both,Weave + Business Development Manager + 2025-07-27,Weave,Business Development Manager,2025-07-27,REJECTED,Direct application / ATS,Exact title present in source evidence,weave|business-development-manager|c1,Business Development Manager,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,WireScreen + Partnerships Manager + 2026-06-24,WireScreen,Partnerships Manager,2026-06-24,REJECTED,Jobright.ai application,Exact title present in source evidence,wirescreen|partnerships-manager|c1,Partnerships Manager,application,A,rejected_no_interview,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,WorkOS + GTM Engineer (remote) + 2025-08-25,WorkOS,GTM Engineer (remote),2025-08-25,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,workos|gtm-engineer|c1,GTM Engineer,opportunity,B,still_open,no,exact_company_role_date,,register_disagreement,"The workbook counts this record. Here it is `workos|gtm-engineer|c1` in the opportunity register, because no submission artifact establishes that the applicant applied."
both,Wrapbook + GTM Systems Engineer + 2026-04-06,Wrapbook,GTM Systems Engineer,2026-04-06,GHOSTED,Direct application / ATS,Exact title present in source evidence,wrapbook|gtm-systems-engineer|c1,GTM Systems Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,Yuno + Go To Market Engineer + 2026-07-15,Yuno,Go To Market Engineer,2026-07-15,GHOSTED,Direct application / ATS,Exact title present in source evidence,yuno|go-to-market-engineer|c1,Go To Market Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,micro1 / unknown client + Finance Expert + 2026-01-21,micro1 / unknown client,Finance Expert,2026-01-21,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,micro1|ai-training-pilot-project|c1,AI Training Pilot Project,opportunity,B,still_open,no,company_only,,register_disagreement,"The workbook counts this record. Here it is `micro1|ai-training-pilot-project|c1` in the opportunity register, because no submission artifact establishes that the applicant applied."
both,micro1 / unknown client + AI Training Pilot Project + 2026-01-12,micro1 / unknown client,AI Training Pilot Project,2026-01-12,GHOSTED,Talent marketplace,Exact title present in source evidence,micro1|ai-training-pilot-project|c1,AI Training Pilot Project,opportunity,B,still_open,no,exact_company_role_date,,register_disagreement,"The workbook counts this record. Here it is `micro1|ai-training-pilot-project|c1` in the opportunity register, because no submission artifact establishes that the applicant applied."
both,proteanTecs + Sales Development Representative + 2025-08-04,proteanTecs,Sales Development Representative,2025-08-04,REJECTED,LinkedIn application,Exact title present in source evidence,proteantecs|sdr|c1,SDR,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,spider.cloud + Growth Lead + 2026-05-03,spider.cloud,Growth Lead,2026-05-03,GHOSTED,Direct application / ATS,Exact title present in source evidence,spider-cloud|growth-lead|c1,Growth lead,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,talentpluto + Go-to-Market Engineer + 2026-07-12,talentpluto,Go-to-Market Engineer,2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,talentpluto|go-to-market-engineer|c1,Go-to-Market Engineer,application,A,still_open,yes,exact_company_role_date,,agreed,Both datasets hold this record and place it in the application register.
both,talentpluto + GTM Engineer + 2026-07-12,talentpluto,GTM Engineer,2026-07-12,GHOSTED,LinkedIn application,Exact title present in source evidence,talentpluto|go-to-market-engineer|c1,Go-to-Market Engineer,application,A,still_open,yes,company_only,,agreed,Both datasets hold this record and place it in the application register.
repository_only,,,,,,,,12100-collective|seo-lead|c1,SEO Lead,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,8x|gtm-engineer|c1,GTM Engineer,application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,adapt|gtm-engineer-revops-lead|c1,GTM Engineer / RevOps Lead,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,ai-digital|growth-director|c1,Growth Director,application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,aicro|gtm-engineering-team-lead|c1,GTM Engineering Team Lead,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,airgarage|consumer-growth-hacker|c1,Consumer Growth Hacker,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,armanino|ai-factory-value-engineer|c1,"AI Factory, Value Engineer",application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,atlanta-public-schools|unspecified|c1,unspecified,application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,attentive|gtm-engineer|c1,GTM Engineer,application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,attentive|gtm-engineer|c2,GTM Engineer,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,ava-labs|growth-lead-core|c1,"Growth Lead, Core",application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,beckhoff-automation|sales-engineer|c1,Sales Engineer,application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,blackthorn-io|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,built-recruiting|gtm-engineer|c1,GTM Engineer,application,B,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,city-schools-of-decatur|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,classet|head-of-gtm|c1,Head of GTM,application,B,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,crossing-hurdles|head-of-commercial|c1,Head of Commercial,opportunity,B,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,dekalb-county-school-district|area-1-elementary-star-substitute-ashford-park-es|c1,"Area 1 Elementary STAR Substitute, Ashford Park ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-3-elementary-star-substitute-canby-lane-es|c1,"Area 3 Elementary STAR Substitute, Canby Lane ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-3-elementary-star-substitute-cedar-grove-es|c1,"Area 3 Elementary STAR Substitute, Cedar Grove ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-3-elementary-star-substitute-chapel-hill-es|c1,"Area 3 Elementary STAR Substitute, Chapel Hill ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-3-elementary-star-substitute-murphey-candler-es|c1,"Area 3 Elementary STAR Substitute, Murphey Candler ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-3-elementary-star-substitute-rowland-es|c1,"Area 3 Elementary STAR Substitute, Rowland ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-4-elementary-substitute-star-browns-mill-es|c1,"Area 4 Elementary Substitute STAR, Browns Mill ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|area-high-school-star-substitute-columbia-hs|c1,"Area High School STAR Substitute, Columbia HS",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|horizon-area-substitute-star-flat-rock-es|c1,"Horizon Area Substitute STAR, Flat Rock ES",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dekalb-county-school-district|specialty-area-star-substitute-margaret-harris-comprehensive|c1,"Specialty Area STAR Substitute, Margaret Harris Comprehensive",application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,designit|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,dexian|outbound-sales-consultant-iii-remote|c1,Outbound Sales Consultant III (Remote),opportunity,B,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,douglas-county-school-system|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,elios|senior-forward-deployed-engineer|c1,Senior Forward Deployed Engineer,application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,evolution-usa|forward-deployed-engineer-fda-applied-ai-genai|c1,Forward Deployed Engineer (FDA Applied AI / GenAI),application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,fibr-ai|founding-sdr-ae|c1,Founding SDR + AE,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,firstup|manager-gtm-systems|c1,"Manager, GTM Systems",application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,fossa|unspecified|c1,GTM Engineer,application,B,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,fossa|unspecified|c2,GTM Engineer,application,B,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,fullsteam|senior-sales-development-representative|c1,Senior Sales Development Representative,application,B,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,infisical|founding-growth-marketer|c1,Founding Growth Marketer,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,insignia-collab|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,inven-ai|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,jobmail-io|growth-lead|c1,Growth Lead,application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,lattice|gtm-engineer|c1,GTM Engineer,application,A,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,lumenalta|unspecified|c1,unspecified,application,B,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,luzmo|sdr|c1,SDR,opportunity,C,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,medialab-ai|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,mercor|biology-biophysics-research-collaborator|c1,Biology & Biophysics Research Collaborator,application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,nero|founding-engineer|c1,Founding Engineer,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,oxos-medical|gtm-engineer|c1,GTM Engineer,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,pinterest|apprentice-product-researcher|c1,Apprentice Product Researcher,opportunity,A,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,pinterest|product-manager-ii-search|c1,"Product Manager II, Search",opportunity,A,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,practical-prospecting|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,proofpoint|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,quadsci-ai|marketing-gtm-engineer|c1,Marketing GTM Engineer,application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,revic|founding-gtm-ai-engineer|c1,Founding GTM AI Engineer,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,solant|generative-ai-agent-engineer-remote|c1,Generative AI Agent Engineer (Remote),application,C,,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,stellar-substitute|unspecified|c1,unspecified,application,B,role_paused_or_closed,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,switchyards|digital-product-builder|c1,Digital Product Builder,application,B,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,the-hog|gtm-engineer|c1,GTM Engineer,application,B,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,thrivelink|healthcare-business-development-rep|c1,Healthcare Business Development Rep,opportunity,B,still_open,no,,,repository_only_non_census,"Opportunity register or platform-only row here, absent from the workbook."
repository_only,,,,,,,,toast|gtm-engineer-sales-workflow-automation|c1,"GTM Engineer, Sales Workflow Automation",application,A,rejected_no_interview,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,together-ai|unspecified|c1,unspecified,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
repository_only,,,,,,,,wilsonhcg|outbound-sales-consultant-iii|c1,Outbound Sales Consultant III,application,A,still_open,yes,,,repository_only_census,Held here with employer-side or platform evidence and absent from the workbook.
workbook_only,"Ambient.ai + GTM Engineer (first-ever, remote) + 2025-10-09",Ambient.ai,"GTM Engineer (first-ever, remote)",2025-10-09,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,AnyInt AI + Founding Sales (fully remote) + 2026-06-09,AnyInt AI,Founding Sales (fully remote),2026-06-09,GHOSTED,LinkedIn application,Exact title present in source evidence,,,,,,,no_company_match,,open_workbook_only,The workbook holds this record and this corpus has no counterpart. Needs an artifact before it can enter the census.
workbook_only,Aptean + Revenue Operations (Clay experience) + 2026-05-28,Aptean,Revenue Operations (Clay experience),2026-05-28,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Aptean + Revenue Operations Analyst – GTM AI + 2026-05-20,Aptean,Revenue Operations Analyst – GTM AI,2026-05-20,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Attentive + GTM Engineer + 2026-07-15,Attentive,GTM Engineer,2026-07-15,GHOSTED,Direct application / ATS,Exact title present in source evidence,,,,,,,ambiguous_at_exact_company_role_date,attentive|gtm-engineer|c2;attentive|gtm-engineer|c1,open_ambiguous,Matches more than one repository row. Refused rather than guessed.
workbook_only,Attentive + GTM Engineer + 2026-06-22,Attentive,GTM Engineer,2026-06-22,GHOSTED,LinkedIn application,Exact title present in source evidence,,,,,,,ambiguous_at_exact_company_role_date,attentive|gtm-engineer|c2;attentive|gtm-engineer|c1,open_ambiguous,Matches more than one repository row. Refused rather than guessed.
workbook_only,AutoLeap + Sales Development Representative + 2025-08-04,AutoLeap,Sales Development Representative,2025-08-04,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"Azul + Marketing AI Specialist (100% remote, 4-month contract) + 2026-07-28",Azul,"Marketing AI Specialist (100% remote, 4-month contract)",2026-07-28,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Best Version Media + Sales Specialist + 2026-05-06,Best Version Media,Sales Specialist,2026-05-06,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Bluejay + Founding GTM + 2026-07-13,Bluejay,Founding GTM,2026-07-13,REJECTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Capital Linguists + Part-time SDR/BDR (contractor) + 2025-11-23,Capital Linguists,Part-time SDR/BDR (contractor),2025-11-23,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Cincinnatus via Mercor + Biology & Biophysics Research Collaborator (Part-time) + 2026-07-20,Cincinnatus via Mercor,Biology & Biophysics Research Collaborator (Part-time),2026-07-20,REJECTED,Referral,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Claudomat + GTM Engineer + 2026-07-22,Claudomat,GTM Engineer,2026-07-22,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Clipboard Education + Full Cycle Sales Representative + 2025-06-26,Clipboard Education,Full Cycle Sales Representative,2025-06-26,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Cyft + Growth team role + 2025-07-08,Cyft,Growth team role,2025-07-08,GHOSTED,LinkedIn cold outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,FOSSA + GTM Engineer + 2026-05-20,FOSSA,GTM Engineer,2026-05-20,GHOSTED,Jobright.ai application,Exact title present in source evidence,,,,,,,ambiguous_at_exact_company_role_date,fossa|unspecified|c1;fossa|unspecified|c2,open_ambiguous,Matches more than one repository row. Refused rather than guessed.
workbook_only,FOSSA + GTM Engineer + 2026-04-22,FOSSA,GTM Engineer,2026-04-22,GHOSTED,Direct application / ATS,Resolved from a contemporaneous job newsletter,,,,,,,ambiguous_at_exact_company_role_date,fossa|unspecified|c1;fossa|unspecified|c2,open_ambiguous,Matches more than one repository row. Refused rather than guessed.
workbook_only,"Global Financial Impact + Business Development Representative (1099, remote) + 2026-07-28",Global Financial Impact,"Business Development Representative (1099, remote)",2026-07-28,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Hotglue + role unresolved + date unresolved,Hotglue,Role title unresolved,date unresolved,GHOSTED,Direct application / ATS,Interview confirmed; title and functional lane were not supplied,,,,,,,no_company_match,,open_workbook_only,The workbook holds this record and this corpus has no counterpart. Needs an artifact before it can enter the census.
workbook_only,Mailchimp via Dexian + Outbound Sales Consultant III + 2026-05-14,Mailchimp via Dexian,Outbound Sales Consultant III,2026-05-14,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Meshy + Business Development Manager + 2025-06-01,Meshy,Business Development Manager,2025-06-01,REJECTED,Direct application / ATS,Resolved from a same-period LinkedIn Saved Jobs record,,,,,,,no_company_match,,open_workbook_only,The workbook holds this record and this corpus has no counterpart. Needs an artifact before it can enter the census.
workbook_only,Mixmax + GTM Engineer (contract) + 2025-08-13,Mixmax,GTM Engineer (contract),2025-08-13,OFFER,Community origins,Exact title present in source evidence,,,,,,,no_company_match,,open_workbook_only,The workbook holds this record and this corpus has no counterpart. Needs an artifact before it can enter the census.
workbook_only,Montauk Capital + Head of Commercial + 2026-04-01,Montauk Capital,Head of Commercial,2026-04-01,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,New York Life + New York Life opportunity (exact title unresolved) + 2026-03-17,New York Life,New York Life opportunity (exact title unresolved),2026-03-17,GHOSTED,LinkedIn recruiter/person outreach,Functional role recovered; formal title remains unresolved (was Unspecified (financial)),,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
